Plot,SubPlot,EventDate,CanopyType,CanopyHeight
ARPO1,1,Jun  5 2007,Hardwood,23
ARPO1,1,Jun  8 2011,Hardwood,22.4
ARPO1,1,May 18 2015,Hardwood,37
ARPO1,1,May 21 2019,Hardwood,30.5
ARPO1,1,May 21 2019,Conifer,0.5
ARPO10,1,Jun  7 2007,Hardwood,5
ARPO10,1,Jun  7 2011,Hardwood,13.1
ARPO10,1,May 19 2015,Hardwood,13.5
ARPO10,1,May 20 2019,Hardwood,13
ARPO10,1,May 20 2019,Conifer,0.4
ARPO11,1,May 19 2015,Hardwood,6
ARPO12,1,Jun  5 2007,Hardwood,8
ARPO12,1,Jun  8 2011,Hardwood,27.5
ARPO12,1,May 18 2015,Hardwood,40
ARPO12,1,May 21 2019,Hardwood,0
ARPO13,1,Jun  5 2007,Hardwood,32.5
ARPO13,1,Jun  8 2011,Hardwood,7.2
ARPO13,1,May 18 2015,Hardwood,39
ARPO13,1,May 21 2019,Hardwood,11.5
ARPO14,1,Jun  6 2007,Hardwood,28
ARPO14,1,Jun  8 2011,Hardwood,29
ARPO14,1,May 18 2015,Hardwood,30
ARPO14,1,May 21 2019,Hardwood,25.5
ARPO15,1,Jun  6 2007,Hardwood,4
ARPO15,1,Jun  8 2011,Hardwood,31.7
ARPO15,1,May 18 2015,Hardwood,44
ARPO15,1,May 21 2019,Hardwood,8
ARPO16,1,Jun  5 2007,Hardwood,32
ARPO16,1,Jun  8 2011,Hardwood,30.9
ARPO16,1,May 18 2015,Hardwood,33
ARPO16,1,May 21 2019,Hardwood,32
ARPO17,1,Jun  5 2007,Hardwood,30
ARPO17,1,Jun  8 2011,Hardwood,28.5
ARPO17,1,May 18 2015,Hardwood,40
ARPO17,1,May 21 2019,Hardwood,32.5
ARPO18,1,Jun  6 2007,Hardwood,14
ARPO18,1,Jun  8 2011,Hardwood,14
ARPO18,1,May 18 2015,Hardwood,22
ARPO18,1,May 20 2019,Hardwood,19.5
ARPO19,1,Jun  6 2007,Conifer,9
ARPO19,1,Jun  6 2007,Hardwood,17
ARPO19,1,Jun  8 2011,Hardwood,28.7
ARPO19,1,May 18 2015,Hardwood,35
ARPO19,1,May 21 2019,Hardwood,16.5
ARPO2,1,Jun  5 2007,Conifer,15
ARPO2,1,Jun  5 2007,Hardwood,21
ARPO2,1,Jun  8 2011,Conifer,11.8
ARPO2,1,Jun  8 2011,Hardwood,16.3
ARPO2,1,May 18 2015,Hardwood,30
ARPO2,1,May 21 2019,Hardwood,28.5
ARPO2,1,May 21 2019,Conifer,11
ARPO20,1,Jun  6 2007,Hardwood,5
ARPO20,1,Jun  8 2011,Hardwood,17.3
ARPO20,1,May 18 2015,Hardwood,22.5
ARPO20,1,May 21 2019,Hardwood,13.5
ARPO21,1,Jun  5 2007,Hardwood,3
ARPO21,1,Jun  8 2011,Hardwood,9.7
ARPO21,1,May 18 2015,Hardwood,14
ARPO21,1,May 20 2019,Hardwood,8
ARPO22,1,Jun  5 2007,Hardwood,30
ARPO22,1,Jun  8 2011,Hardwood,21.7
ARPO22,1,May 18 2015,Hardwood,24
ARPO22,1,May 21 2019,Hardwood,22
ARPO22,1,May 21 2019,Conifer,0.5
ARPO23,1,Jun  6 2007,Conifer,10.5
ARPO23,1,Jun  6 2007,Hardwood,12.5
ARPO23,1,Jun  8 2011,Conifer,12.9
ARPO23,1,Jun  8 2011,Hardwood,13.6
ARPO23,1,May 18 2015,Conifer,30
ARPO23,1,May 20 2019,Hardwood,14
ARPO23,1,May 20 2019,Conifer,24.5
ARPO24,1,Jun  5 2007,Hardwood,14
ARPO24,1,Jun  8 2011,Hardwood,28.4
ARPO24,1,May 18 2015,Hardwood,29
ARPO24,1,May 21 2019,Hardwood,23.5
ARPO25,1,Jun  6 2007,Hardwood,22
ARPO25,1,Jun  8 2011,Conifer,9.5
ARPO25,1,Jun  8 2011,Hardwood,21.9
ARPO25,1,May 18 2015,Hardwood,23
ARPO26,1,Jun  5 2007,Hardwood,32
ARPO26,1,Jun  7 2011,Conifer,5.9
ARPO26,1,Jun  7 2011,Hardwood,26.8
ARPO26,1,May 18 2015,Hardwood,29
ARPO27,1,Jun  5 2007,Hardwood,28
ARPO27,1,Jun  7 2011,Hardwood,16.9
ARPO27,1,May 18 2015,Hardwood,30
ARPO27,1,May 20 2019,Hardwood,28.5
ARPO28,1,Jun  7 2007,Hardwood,7
ARPO28,1,May 19 2015,Hardwood,25
ARPO29,1,May 19 2015,Hardwood,4
ARPO3,1,Jun  5 2007,Hardwood,19
ARPO3,1,Jun  8 2011,Hardwood,34
ARPO3,1,May 18 2015,Hardwood,40
ARPO3,1,May 21 2019,Hardwood,38.5
ARPO30,1,Jun  7 2007,Hardwood,12
ARPO30,1,Jun  7 2011,Hardwood,26
ARPO30,1,May 19 2015,Hardwood,32.5
ARPO30,1,May 20 2019,Hardwood,31
ARPO31,1,May 19 2015,Hardwood,3.75
ARPO32,1,Jun  7 2011,Hardwood,22.9
ARPO32,1,May 19 2015,Hardwood,35
ARPO33,1,May 19 2015,Hardwood,4.75
ARPO34,1,May 19 2015,Hardwood,8
ARPO35,1,May 20 2019,Hardwood,2.5
ARPO36,1,Jun  6 2007,Conifer,20
ARPO36,1,Jun  6 2007,Hardwood,18
ARPO36,1,May 19 2015,Hardwood,46
ARPO4,1,Jun  5 2007,Hardwood,4
ARPO4,1,Jun  8 2011,Hardwood,21.7
ARPO4,1,May 18 2015,Hardwood,34
ARPO4,1,May 21 2019,Hardwood,12
ARPO5,1,Jun  5 2007,Hardwood,14.5
ARPO5,1,Jun  7 2011,Hardwood,11.7
ARPO5,1,May 18 2015,Hardwood,27
ARPO5,1,May 21 2019,Hardwood,21.5
ARPO6,1,Jun  7 2007,Hardwood,4
ARPO6,1,May 19 2015,Hardwood,8
ARPO7,1,Jun  7 2007,Hardwood,18
ARPO7,1,Jun  7 2011,Hardwood,24.8
ARPO7,1,May 19 2015,Hardwood,35
ARPO7,1,May 20 2019,Hardwood,31
ARPO8,1,May 19 2015,Hardwood,6
ARPO9,1,Jun  7 2007,Hardwood,13
ARPO9,1,Jun  7 2011,Hardwood,11.5
ARPO9,1,May 19 2015,Hardwood,32
ARPO9,1,May 20 2019,Hardwood,25.5
EFMO1,0,May 24 2017,Hardwood,32
EFMO1,0,May 24 2017,Total,32
EFMO1,1,May 25 2022,Hardwood,28.5
EFMO1,1,May 29 2013,Hardwood,31.5
EFMO12,0,May 25 2017,Hardwood,31
EFMO12,0,May 25 2017,Total,31
EFMO12,1,Jun  1 2009,Hardwood,15.3
EFMO12,1,May 26 2022,Hardwood,27.3
EFMO12,1,May 31 2013,Hardwood,18
EFMO13,1,Jun  1 2009,Hardwood,8.9
EFMO14,1,May 31 2009,Hardwood,14.5
EFMO15,0,May 24 2017,Hardwood,3.25
EFMO15,0,May 24 2017,Total,3.25
EFMO15,1,May 24 2022,Hardwood,39.8
EFMO15,1,May 29 2009,Hardwood,32.2
EFMO16,0,May 24 2017,Hardwood,31
EFMO16,0,May 24 2017,Total,31
EFMO16,1,May 23 2022,Hardwood,29.8
EFMO16,1,May 29 2009,Hardwood,28.2
EFMO16,1,May 30 2013,Hardwood,30
EFMO17,0,May 24 2017,Hardwood,22
EFMO17,0,May 24 2017,Total,22
EFMO17,1,May 25 2022,Hardwood,28
EFMO17,1,May 29 2009,Hardwood,32.4
EFMO17,1,May 30 2013,Hardwood,28
EFMO18,0,May 24 2017,Hardwood,30
EFMO18,0,May 24 2017,Total,30
EFMO18,1,May 26 2022,Hardwood,31.2
EFMO18,1,May 31 2009,Hardwood,21.8
EFMO18,1,May 31 2013,Hardwood,26
EFMO19,0,May 24 2017,Hardwood,24
EFMO19,0,May 24 2017,Total,24
EFMO19,1,May 26 2022,Hardwood,24.9
EFMO19,1,May 31 2009,Hardwood,19.9
EFMO2,0,May 24 2017,Hardwood,26.5
EFMO2,0,May 24 2017,Total,26.5
EFMO2,1,May 25 2022,Hardwood,29.5
EFMO2,1,May 29 2009,Hardwood,34.6
EFMO2,1,May 29 2013,Hardwood,18
EFMO22,0,May 24 2017,Hardwood,20
EFMO22,0,May 24 2017,Total,20
EFMO22,1,May 31 2009,Hardwood,30.5
EFMO24,0,May 24 2017,Hardwood,30.5
EFMO24,0,May 24 2017,Total,30.5
EFMO24,1,May 25 2022,Hardwood,17.3
EFMO24,1,May 29 2009,Hardwood,21.4
EFMO24,1,May 30 2013,Hardwood,18.5
EFMO25,0,May 24 2017,Hardwood,39.5
EFMO25,0,May 24 2017,Total,39.5
EFMO25,1,May 25 2022,Hardwood,24.5
EFMO25,1,May 29 2009,Hardwood,27.4
EFMO25,1,May 30 2013,Hardwood,23
EFMO26,0,May 24 2017,Hardwood,18
EFMO26,0,May 24 2017,Total,18
EFMO26,1,May 26 2022,Hardwood,30.3
EFMO26,1,May 31 2009,Hardwood,23.2
EFMO26,1,May 31 2013,Hardwood,22
EFMO27,0,May 24 2017,Hardwood,21
EFMO27,0,May 24 2017,Total,21
EFMO27,1,May 26 2022,Hardwood,22.3
EFMO27,1,May 31 2009,Hardwood,10.1
EFMO3,0,May 24 2017,Total,0
EFMO3,1,May 25 2022,Hardwood,18.4
EFMO33,0,May 24 2017,Hardwood,9
EFMO33,0,May 24 2017,Total,9
EFMO33,1,May 26 2022,Hardwood,8.1
EFMO33,1,May 31 2009,Hardwood,21.4
EFMO33,1,May 31 2013,Hardwood,19.75
EFMO34,0,May 24 2017,Hardwood,33
EFMO34,0,May 24 2017,Total,33
EFMO34,1,May 31 2009,Hardwood,29.1
EFMO37,0,May 24 2017,Hardwood,36
EFMO37,0,May 24 2017,Total,36
EFMO37,1,May 26 2022,Hardwood,31.4
EFMO37,1,May 30 2009,Hardwood,31
EFMO38,0,May 25 2017,Hardwood,22.5
EFMO38,0,May 25 2017,Total,22.5
EFMO38,1,May 24 2022,Hardwood,15.9
EFMO38,1,May 30 2009,Hardwood,20.7
EFMO39,0,May 23 2017,Hardwood,22.5
EFMO39,0,May 23 2017,Total,22.5
EFMO39,1,May 26 2022,Hardwood,30.5
EFMO39,1,May 31 2009,Hardwood,29.2
EFMO4,0,May 24 2017,Hardwood,25
EFMO4,0,May 24 2017,Total,25
EFMO4,1,Jun  1 2009,Hardwood,21.8
EFMO4,1,May 26 2022,Hardwood,22.4
EFMO4,1,May 31 2013,Hardwood,27
EFMO40,0,May 23 2017,Hardwood,29
EFMO40,0,May 23 2017,Total,29
EFMO40,1,May 26 2022,Hardwood,29.3
EFMO40,1,May 31 2009,Hardwood,30.6
EFMO41,0,May 25 2017,Hardwood,35.5
EFMO41,0,May 25 2017,Total,35.5
EFMO41,1,May 26 2022,Hardwood,26.8
EFMO41,1,May 30 2009,Hardwood,21.1
EFMO42,0,May 25 2017,Hardwood,20
EFMO42,0,May 25 2017,Total,20
EFMO42,1,Jun  1 2013,Hardwood,26.5
EFMO42,1,May 24 2022,Hardwood,25
EFMO42,1,May 29 2009,Hardwood,29.9
EFMO42,1,May 30 2009,Hardwood,30.7
EFMO43,0,May 25 2017,Hardwood,35
EFMO43,0,May 25 2017,Total,35
EFMO43,1,Jun  2 2013,Hardwood,26
EFMO43,1,May 24 2022,Hardwood,35.6
EFMO43,1,May 30 2009,Hardwood,25.8
EFMO44,0,May 25 2017,Hardwood,15.5
EFMO44,0,May 25 2017,Total,15.5
EFMO44,1,Jun  2 2013,Hardwood,11
EFMO44,1,May 24 2022,Hardwood,13
EFMO44,1,May 30 2009,Hardwood,24.5
EFMO45,0,May 25 2017,Hardwood,6
EFMO45,0,May 25 2017,Total,6
EFMO45,1,Jun  2 2013,Hardwood,2
EFMO45,1,May 23 2022,Hardwood,7.7
EFMO45,1,May 30 2009,Hardwood,17.2
EFMO46,0,May 25 2017,Hardwood,26.5
EFMO46,0,May 25 2017,Total,26.5
EFMO46,1,Jun  2 2013,Hardwood,33
EFMO46,1,May 23 2022,Hardwood,40.8
EFMO46,1,May 30 2009,Hardwood,18.3
EFMO47,0,May 25 2017,Hardwood,20
EFMO47,0,May 25 2017,Total,20
EFMO47,1,Jun  2 2013,Hardwood,32
EFMO47,1,May 23 2022,Hardwood,30
EFMO47,1,May 30 2009,Hardwood,21.2
EFMO5,0,May 24 2017,Hardwood,23.5
EFMO5,1,Jun  1 2009,Hardwood,18.6
EFMO5,1,May 26 2022,Hardwood,27.2
EFMO5,1,May 31 2013,Hardwood,22
EFMO52,1,May 30 2009,Hardwood,39.6
EFMO6,0,May 24 2017,Hardwood,28
EFMO6,0,May 24 2017,Total,28
EFMO8,0,May 24 2017,Hardwood,6.5
EFMO8,0,May 24 2017,Total,6.5
EFMO8,1,May 25 2022,Hardwood,36.5
EFMO8,1,May 29 2009,Hardwood,16.6
EFMO8,1,May 29 2013,Hardwood,26
EFMO9,0,May 24 2017,Hardwood,27.5
EFMO9,0,May 24 2017,Total,27.5
EFMO9,1,May 25 2022,Hardwood,29.3
EFMO9,1,May 29 2009,Hardwood,31.6
EFMO9,1,May 29 2013,Hardwood,21
GWCA1,1,Jun  6 2012,Hardwood,12.1
GWCA1,1,Jun 12 2020,Hardwood,16
GWCA1,1,Jun 12 2020,Conifer,0
GWCA1,1,May 18 2016,Hardwood,17
GWCA1,1,May 18 2016,Conifer,0
GWCA1,1,May 18 2016,Total,17
GWCA1,1,May 28 2008,Hardwood,11.9
GWCA10,1,Jun 10 2020,Hardwood,0
GWCA10,1,Jun 10 2020,Conifer,0
GWCA10,1,May 18 2016,Total,0
GWCA11,1,Jun  6 2012,Hardwood,12.7
GWCA11,1,Jun 12 2020,Hardwood,9.5
GWCA11,1,Jun 12 2020,Conifer,2
GWCA11,1,May 18 2016,Hardwood,24
GWCA11,1,May 18 2016,Total,24
GWCA11,1,May 28 2008,Hardwood,10.5
GWCA12,1,Jun 10 2020,Hardwood,0
GWCA12,1,Jun 10 2020,Conifer,0
GWCA12,1,May 18 2016,Total,0
GWCA13,1,Jun 10 2020,Hardwood,0
GWCA13,1,Jun 10 2020,Conifer,0
GWCA13,1,May 18 2016,Total,0
GWCA14,1,Jun 10 2020,Hardwood,0
GWCA14,1,Jun 10 2020,Conifer,0
GWCA14,1,May 18 2016,Total,0
GWCA15,1,Jun 10 2020,Hardwood,0
GWCA15,1,Jun 10 2020,Conifer,0
GWCA15,1,May 18 2016,Total,0
GWCA16,1,Jun 10 2020,Hardwood,0
GWCA16,1,Jun 10 2020,Conifer,0
GWCA16,1,May 18 2016,Total,0
GWCA17,1,Jun 10 2020,Hardwood,0
GWCA17,1,Jun 10 2020,Conifer,0
GWCA17,1,May 18 2016,Total,0
GWCA18,1,Jun  5 2012,Hardwood,17.4
GWCA18,1,Jun 12 2020,Hardwood,17.5
GWCA18,1,Jun 12 2020,Conifer,3
GWCA18,1,May 20 2016,Hardwood,13.5
GWCA18,1,May 20 2016,Total,13.5
GWCA18,1,May 28 2008,Hardwood,17.2
GWCA19,1,Jun 10 2020,Hardwood,0
GWCA19,1,Jun 10 2020,Conifer,0
GWCA19,1,May 18 2016,Total,0
GWCA2,1,Jun  6 2012,Hardwood,16.9
GWCA2,1,Jun 12 2020,Hardwood,12
GWCA2,1,Jun 12 2020,Conifer,0
GWCA2,1,May 18 2016,Hardwood,10.5
GWCA2,1,May 18 2016,Total,10.5
GWCA2,1,May 28 2008,Hardwood,7.1
GWCA20,1,Jun 10 2020,Hardwood,0
GWCA20,1,Jun 10 2020,Conifer,0
GWCA20,1,May 18 2016,Total,0
GWCA21,1,Jun  6 2012,Hardwood,13.4
GWCA21,1,Jun 10 2020,Hardwood,3
GWCA21,1,Jun 10 2020,Conifer,0
GWCA21,1,May 18 2016,Hardwood,20
GWCA21,1,May 18 2016,Total,20
GWCA21,1,May 28 2008,Hardwood,13
GWCA22,1,Jun  5 2012,Hardwood,22.1
GWCA22,1,Jun 10 2020,Hardwood,0
GWCA22,1,Jun 10 2020,Conifer,0
GWCA22,1,May 18 2016,Hardwood,19
GWCA22,1,May 18 2016,Total,19
GWCA22,1,May 28 2008,Hardwood,14.8
GWCA23,1,Jun  4 2012,Hardwood,21.9
GWCA23,1,Jun 12 2020,Hardwood,15
GWCA23,1,Jun 12 2020,Conifer,0
GWCA23,1,May 20 2016,Hardwood,31.5
GWCA23,1,May 20 2016,Total,31.5
GWCA23,1,May 28 2008,Hardwood,24.4
GWCA24,1,Jun 10 2020,Hardwood,0
GWCA24,1,Jun 10 2020,Conifer,0
GWCA24,1,May 18 2016,Total,0
GWCA25,1,Jun 10 2020,Hardwood,0
GWCA25,1,Jun 10 2020,Conifer,0
GWCA25,1,May 18 2016,Total,0
GWCA26,1,Jun  6 2012,Hardwood,19.6
GWCA26,1,Jun 11 2020,Hardwood,20
GWCA26,1,Jun 11 2020,Conifer,0
GWCA26,1,May 18 2016,Hardwood,26
GWCA26,1,May 18 2016,Total,26
GWCA26,1,May 29 2008,Hardwood,18.3
GWCA27,1,Jun  6 2012,Hardwood,19.5
GWCA27,1,Jun  9 2016,Hardwood,31
GWCA27,1,Jun  9 2016,Total,31
GWCA27,1,Jun 11 2020,Hardwood,13
GWCA27,1,Jun 11 2020,Conifer,0
GWCA27,1,May 29 2008,Hardwood,22.2
GWCA28,1,Jun  4 2012,Hardwood,21.9
GWCA28,1,Jun 12 2020,Hardwood,24
GWCA28,1,Jun 12 2020,Conifer,0
GWCA28,1,May 20 2016,Hardwood,14.5
GWCA28,1,May 20 2016,Total,14.5
GWCA28,1,May 28 2008,Hardwood,25.9
GWCA29,1,Jun  5 2012,Conifer,4.7
GWCA29,1,Jun  5 2012,Hardwood,19.7
GWCA29,1,Jun 10 2020,Hardwood,18
GWCA29,1,Jun 10 2020,Conifer,4
GWCA29,1,May 20 2016,Hardwood,16.2
GWCA29,1,May 20 2016,Conifer,4.25
GWCA29,1,May 20 2016,Total,16.2
GWCA29,1,May 28 2008,Hardwood,12.2
GWCA3,1,Jun 10 2020,Hardwood,0
GWCA3,1,Jun 10 2020,Conifer,0
GWCA3,1,May 18 2016,Total,0
GWCA30,1,Jun  5 2012,Hardwood,18
GWCA30,1,Jun 10 2020,Hardwood,15
GWCA30,1,Jun 10 2020,Conifer,0
GWCA30,1,May 20 2016,Hardwood,22
GWCA30,1,May 20 2016,Total,22
GWCA30,1,May 28 2008,Hardwood,18.8
GWCA31,1,Jun  9 2020,Hardwood,0
GWCA31,1,Jun  9 2020,Conifer,0
GWCA31,1,May 18 2016,Total,0
GWCA32,1,Jun  6 2012,Hardwood,9.2
GWCA32,1,Jun  8 2020,Hardwood,0
GWCA32,1,Jun  8 2020,Conifer,0
GWCA32,1,May 18 2016,Hardwood,9.5
GWCA32,1,May 18 2016,Total,9.5
GWCA32,1,May 29 2008,Hardwood,8.7
GWCA33,1,Jun  6 2012,Hardwood,18.7
GWCA33,1,Jun 11 2020,Hardwood,19
GWCA33,1,Jun 11 2020,Conifer,0
GWCA33,1,May 20 2016,Hardwood,16.5
GWCA33,1,May 20 2016,Total,16.5
GWCA33,1,May 29 2008,Hardwood,19.8
GWCA34,1,Jun  4 2012,Hardwood,24.9
GWCA34,1,Jun 11 2020,Hardwood,8
GWCA34,1,Jun 11 2020,Conifer,0
GWCA34,1,May 20 2016,Hardwood,18.5
GWCA34,1,May 20 2016,Total,18.5
GWCA34,1,May 27 2008,Hardwood,25.2
GWCA35,1,Jun  4 2012,Hardwood,21.8
GWCA35,1,Jun 11 2020,Hardwood,24
GWCA35,1,Jun 11 2020,Conifer,0
GWCA35,1,May 20 2016,Hardwood,18.5
GWCA35,1,May 20 2016,Total,18.5
GWCA35,1,May 27 2008,Hardwood,23.9
GWCA36,1,Jun  9 2020,Hardwood,0
GWCA36,1,Jun  9 2020,Conifer,0
GWCA36,1,May 18 2016,Total,0
GWCA37,1,Jun  6 2012,Hardwood,21.4
GWCA37,1,Jun 11 2020,Hardwood,11
GWCA37,1,Jun 11 2020,Conifer,0
GWCA37,1,May 20 2016,Hardwood,21
GWCA37,1,May 20 2016,Total,21
GWCA37,1,May 29 2008,Hardwood,25.5
GWCA38,1,Jun  4 2012,Hardwood,6
GWCA38,1,Jun  9 2020,Hardwood,0
GWCA38,1,Jun  9 2020,Conifer,0
GWCA38,1,May 20 2016,Hardwood,10
GWCA38,1,May 20 2016,Total,10
GWCA39,1,Jun  4 2012,Hardwood,22.3
GWCA39,1,Jun 11 2020,Hardwood,0
GWCA39,1,Jun 11 2020,Conifer,0
GWCA39,1,May 20 2016,Hardwood,16.5
GWCA39,1,May 20 2016,Total,16.5
GWCA39,1,May 27 2008,Hardwood,25.8
GWCA4,1,Jun 10 2020,Hardwood,0
GWCA4,1,Jun 10 2020,Conifer,0
GWCA4,1,May 18 2016,Total,0
GWCA40,1,Jun  4 2012,Hardwood,17.6
GWCA40,1,Jun 11 2020,Hardwood,17
GWCA40,1,Jun 11 2020,Conifer,0
GWCA40,1,May 20 2016,Hardwood,20
GWCA40,1,May 20 2016,Total,20
GWCA40,1,May 27 2008,Hardwood,14.5
GWCA41,1,Jun  9 2020,Hardwood,0
GWCA41,1,Jun  9 2020,Conifer,0
GWCA41,1,May 20 2016,Total,0
GWCA42,1,Jun  5 2012,Hardwood,15.8
GWCA42,1,Jun  9 2020,Hardwood,0
GWCA42,1,Jun  9 2020,Conifer,0
GWCA42,1,May 18 2016,Total,0
GWCA42,1,May 29 2008,Hardwood,14.8
GWCA43,1,Jun  9 2020,Hardwood,0
GWCA43,1,Jun  9 2020,Conifer,0
GWCA43,1,May 18 2016,Total,0
GWCA44,1,Jun  9 2020,Hardwood,0
GWCA44,1,Jun  9 2020,Conifer,0
GWCA44,1,May 20 2016,Total,0
GWCA45,1,Jun  4 2012,Hardwood,13.2
GWCA45,1,Jun  8 2020,Hardwood,0
GWCA45,1,Jun  8 2020,Conifer,0
GWCA45,1,May 18 2016,Total,0
GWCA46,1,Jun  8 2020,Hardwood,0
GWCA46,1,Jun  8 2020,Conifer,0
GWCA46,1,May 18 2016,Total,0
GWCA47,1,Jun  8 2020,Hardwood,0
GWCA47,1,Jun  8 2020,Conifer,0
GWCA47,1,May 18 2016,Total,0
GWCA48,1,Jun  8 2020,Hardwood,0
GWCA48,1,Jun  8 2020,Conifer,0
GWCA48,1,May 18 2016,Total,0
GWCA49,1,Jun  9 2020,Hardwood,0
GWCA49,1,Jun  9 2020,Conifer,0
GWCA49,1,May 18 2016,Total,0
GWCA5,1,Jun 10 2020,Hardwood,0
GWCA5,1,Jun 10 2020,Conifer,0
GWCA5,1,May 18 2016,Total,0
GWCA50,1,Jun  8 2020,Hardwood,0
GWCA50,1,Jun  8 2020,Conifer,0
GWCA50,1,May 18 2016,Total,0
GWCA51,1,Jun  8 2020,Hardwood,0
GWCA51,1,Jun  8 2020,Conifer,0
GWCA51,1,May 18 2016,Total,0
GWCA52,1,Jun  8 2020,Hardwood,0
GWCA52,1,Jun  8 2020,Conifer,0
GWCA52,1,May 18 2016,Total,0
GWCA53,1,Jun  6 2012,Hardwood,14.1
GWCA53,1,Jun 11 2020,Hardwood,16
GWCA53,1,Jun 11 2020,Conifer,2
GWCA53,1,May 18 2016,Hardwood,17.5
GWCA53,1,May 18 2016,Total,17.5
GWCA53,1,May 29 2008,Hardwood,10.6
GWCA54,1,Jun  8 2020,Hardwood,0
GWCA54,1,Jun  8 2020,Conifer,0
GWCA54,1,May 18 2016,Total,0
GWCA55,1,Jun  9 2020,Hardwood,0
GWCA55,1,Jun  9 2020,Conifer,0
GWCA55,1,May 18 2016,Total,0
GWCA55,1,May 27 2008,Hardwood,9.2
GWCA56,1,Jun  8 2020,Hardwood,0
GWCA56,1,Jun  8 2020,Conifer,0
GWCA56,1,May 18 2016,Total,0
GWCA57,1,Jun  8 2020,Hardwood,0
GWCA57,1,Jun  8 2020,Conifer,0
GWCA57,1,May 18 2016,Total,0
GWCA58,1,Jun  6 2012,Hardwood,19.6
GWCA58,1,Jun 11 2020,Hardwood,21
GWCA58,1,Jun 11 2020,Conifer,0
GWCA58,1,May 18 2016,Hardwood,24
GWCA58,1,May 18 2016,Total,24
GWCA58,1,May 29 2008,Hardwood,21.6
GWCA59,1,Jun  9 2020,Hardwood,0
GWCA59,1,Jun  9 2020,Conifer,0
GWCA59,1,May 18 2016,Total,0
GWCA6,1,Jun 10 2020,Hardwood,0
GWCA6,1,Jun 10 2020,Conifer,0
GWCA6,1,May 18 2016,Total,0
GWCA60,1,Jun  8 2020,Hardwood,0
GWCA60,1,Jun  8 2020,Conifer,0
GWCA60,1,May 18 2016,Total,0
GWCA61,1,Jun  8 2020,Hardwood,0
GWCA61,1,Jun  8 2020,Conifer,0
GWCA61,1,May 18 2016,Hardwood,2.5
GWCA61,1,May 18 2016,Total,2.5
