Plot,SubPlot,EventDate,CanopyType,CanopyHeight
GWCA62,1,Jun  6 2012,Hardwood,15.5
GWCA62,1,Jun 11 2020,Hardwood,0
GWCA62,1,Jun 11 2020,Conifer,0
GWCA62,1,May 18 2016,Total,0
GWCA62,1,May 29 2008,Hardwood,18.9
GWCA63,1,Jun  9 2020,Hardwood,0
GWCA63,1,Jun  9 2020,Conifer,0
GWCA63,1,May 18 2016,Total,0
GWCA64,1,Jun  9 2020,Hardwood,0
GWCA64,1,Jun  9 2020,Conifer,0
GWCA64,1,May 18 2016,Total,0
GWCA65,1,Jun  8 2020,Hardwood,0
GWCA65,1,Jun  8 2020,Conifer,0
GWCA65,1,May 18 2016,Total,0
GWCA66,1,Jun  8 2020,Hardwood,0
GWCA66,1,Jun  8 2020,Conifer,0
GWCA66,1,May 18 2016,Total,0
GWCA67,1,Jun  4 2012,Hardwood,13.9
GWCA67,1,Jun 11 2020,Hardwood,8
GWCA67,1,Jun 11 2020,Conifer,0
GWCA67,1,May 18 2016,Hardwood,6
GWCA67,1,May 18 2016,Total,6
GWCA67,1,May 27 2008,Hardwood,10.5
GWCA68,1,Jun  8 2020,Hardwood,0
GWCA68,1,Jun  8 2020,Conifer,0
GWCA68,1,May 18 2016,Total,0
GWCA69,1,Jun  9 2020,Hardwood,0
GWCA69,1,Jun  9 2020,Conifer,0
GWCA69,1,May 18 2016,Hardwood,3
GWCA69,1,May 18 2016,Total,3
GWCA7,1,Jun 10 2020,Hardwood,0
GWCA7,1,Jun 10 2020,Conifer,0
GWCA7,1,May 18 2016,Total,0
GWCA70,1,Jun  8 2020,Hardwood,0
GWCA70,1,Jun  8 2020,Conifer,0
GWCA70,1,May 18 2016,Total,0
GWCA8,1,Jun 10 2020,Hardwood,0
GWCA8,1,Jun 10 2020,Conifer,0
GWCA8,1,May 18 2016,Total,0
GWCA9,1,Jun 10 2020,Hardwood,0
GWCA9,1,Jun 10 2020,Conifer,0
GWCA9,1,May 18 2016,Total,0
HEHO1,0,May 22 2017,Total,0
HEHO10,0,May 22 2017,Total,0
HEHO11,0,May 22 2017,Total,0
HEHO12,0,May 22 2017,Total,0
HEHO13,0,May 22 2017,Total,0
HEHO13,1,May 27 2022,Hardwood,8.1
HEHO14,0,May 22 2017,Total,0
HEHO15,0,May 22 2017,Total,0
HEHO15,1,May 27 2009,Hardwood,1.5
HEHO16,1,May 22 2017,Total,0
HEHO17,0,May 22 2017,Total,0
HEHO18,0,May 22 2017,Total,0
HEHO19,0,May 22 2017,Total,0
HEHO2,0,May 22 2017,Total,0
HEHO20,0,May 22 2017,Total,0
HEHO21,0,May 22 2017,Total,0
HEHO22,0,May 22 2017,Total,0
HEHO23,0,May 22 2017,Total,0
HEHO24,0,May 22 2017,Total,0
HEHO25,0,May 22 2017,Total,0
HEHO26,0,May 22 2017,Total,0
HEHO27,0,May 22 2017,Total,0
HEHO27,1,May 27 2022,Hardwood,6.1
HEHO28,0,May 22 2017,Total,0
HEHO28,1,May 27 2022,Hardwood,3.2
HEHO29,0,May 23 2017,Total,17
HEHO29,0,May 23 2017,Hardwood,17
HEHO29,0,May 23 2017,Conifer,16
HEHO29,1,May 27 2009,Hardwood,17
HEHO29,1,May 27 2022,Hardwood,20.4
HEHO29,1,May 27 2022,Conifer,20.7
HEHO3,0,May 22 2017,Total,0
HEHO30,0,May 23 2017,Hardwood,33
HEHO30,0,May 23 2017,Total,33
HEHO30,1,May 27 2009,Hardwood,29.4
HEHO30,1,May 27 2022,Hardwood,30
HEHO30,1,May 27 2022,Conifer,28.5
HEHO31,0,May 23 2017,Total,25
HEHO31,0,May 23 2017,Hardwood,18
HEHO31,0,May 23 2017,Conifer,25
HEHO31,1,May 27 2009,Conifer,21.1
HEHO31,1,May 27 2009,Hardwood,14.9
HEHO31,1,May 27 2022,Hardwood,25.2
HEHO31,1,May 27 2022,Conifer,26.9
HEHO31,1,May 28 2013,Conifer,24.5
HEHO31,1,May 28 2013,Hardwood,21
HEHO32,0,May 23 2017,Hardwood,21.5
HEHO32,0,May 23 2017,Total,21.5
HEHO32,1,May 27 2009,Hardwood,18.2
HEHO32,1,May 27 2022,Hardwood,19.3
HEHO33,0,May 23 2017,Total,0
HEHO34,0,May 23 2017,Hardwood,3
HEHO34,0,May 23 2017,Total,3
HEHO34,1,May 27 2009,Hardwood,17.1
HEHO34,1,May 27 2022,Hardwood,1.8
HEHO35,0,May 23 2017,Hardwood,11
HEHO35,0,May 23 2017,Total,11
HEHO35,1,May 27 2009,Hardwood,3.25
HEHO35,1,May 27 2022,Hardwood,24.3
HEHO35,1,May 27 2022,Conifer,10.7
HEHO35,1,May 28 2013,Hardwood,19.5
HEHO36,0,May 23 2017,Hardwood,22.5
HEHO36,0,May 23 2017,Total,22.5
HEHO36,1,May 27 2009,Hardwood,17.3
HEHO36,1,May 27 2022,Hardwood,18.9
HEHO37,0,May 23 2017,Hardwood,22
HEHO37,0,May 23 2017,Conifer,7
HEHO37,0,May 23 2017,Total,22
HEHO37,1,May 27 2009,Conifer,2.75
HEHO37,1,May 27 2009,Hardwood,19.8
HEHO37,1,May 27 2022,Hardwood,22.5
HEHO37,1,May 27 2022,Conifer,1.3
HEHO38,0,May 22 2017,Hardwood,28
HEHO38,0,May 22 2017,Total,28
HEHO38,1,May 27 2009,Hardwood,21.9
HEHO38,1,May 27 2022,Hardwood,22.3
HEHO38,1,May 27 2022,Conifer,5
HEHO4,0,May 22 2017,Total,0
HEHO4,2,Jun  4 2005,Hardwood,15.9
HEHO4,2,Jun  4 2006,Hardwood,17
HEHO5,0,May 22 2017,Total,0
HEHO6,0,May 22 2017,Total,0
HEHO7,0,May 22 2017,Total,0
HEHO7,2,Jun  4 2005,Hardwood,15.6
HEHO8,0,May 22 2017,Total,0
HEHO9,0,May 22 2017,Total,0
HOCU1,1,Jun  2 2005,Hardwood,15.8
HOCU1,1,Jun 12 2007,Hardwood,6.5
HOCU1,1,May 12 2015,Hardwood,17
HOCU1,1,May 14 2019,Hardwood,11
HOCU1,1,May 22 2011,Hardwood,9.6
HOCU1,1,May 31 2006,Hardwood,16.5
HOCU1,2,Jun  2 2005,Hardwood,7.5
HOCU1,2,May 31 2006,Hardwood,19.5
HOCU1,4,Jun  2 2005,Hardwood,11
HOCU1,4,May 31 2006,Hardwood,10.5
HOCU11,1,Jun  3 2005,Hardwood,5
HOCU11,1,Jun 12 2007,Hardwood,7
HOCU11,1,May 12 2015,Hardwood,20
HOCU11,1,May 15 2019,Hardwood,18
HOCU11,1,May 22 2011,Hardwood,35.8
HOCU11,1,May 31 2006,Hardwood,15
HOCU11,2,Jun  3 2005,Hardwood,9
HOCU11,2,May 31 2006,Hardwood,9
HOCU11,3,Jun  3 2005,Hardwood,11.05
HOCU11,3,May 31 2006,Hardwood,12
HOCU11,4,Jun  3 2005,Hardwood,19.2
HOCU11,4,May 31 2006,Hardwood,16
HOCU12,1,May 23 2011,Hardwood,15.4
HOCU13,1,Jun  1 2005,Hardwood,3
HOCU13,1,Jun  1 2006,Hardwood,3.5
HOCU13,1,Jun 13 2007,Hardwood,3.5
HOCU13,1,May 13 2015,Hardwood,10
HOCU13,1,May 14 2019,Hardwood,14
HOCU13,1,May 23 2011,Hardwood,9.5
HOCU13,2,Jun  1 2006,Hardwood,3.3
HOCU13,3,Jun  1 2005,Hardwood,7.5
HOCU13,3,Jun  1 2006,Hardwood,6
HOCU13,4,Jun  1 2005,Hardwood,6
HOCU13,4,Jun  1 2006,Hardwood,4
HOCU15,2,Jun  1 2005,Hardwood,11
HOCU17,1,Jun  1 2006,Hardwood,4.3
HOCU17,1,May 13 2015,Hardwood,6
HOCU17,1,May 23 2011,Hardwood,5.6
HOCU17,4,Jun  1 2006,Hardwood,2.8
HOCU18,1,Jun  1 2005,Hardwood,11.4
HOCU18,1,Jun  1 2006,Hardwood,13
HOCU18,1,May 13 2015,Hardwood,7.5
HOCU18,1,May 23 2011,Hardwood,13.9
HOCU18,2,Jun  1 2005,Hardwood,11.8
HOCU18,3,Jun  1 2005,Hardwood,7.5
HOCU18,3,Jun  1 2006,Hardwood,19
HOCU2,1,Jun  1 2005,Hardwood,8
HOCU2,1,Jun 12 2007,Hardwood,10
HOCU2,1,May 12 2015,Hardwood,11.5
HOCU2,1,May 14 2019,Hardwood,12
HOCU2,1,May 22 2011,Hardwood,18.4
HOCU2,1,May 31 2006,Hardwood,9
HOCU2,2,Jun  1 2005,Hardwood,7.5
HOCU2,2,May 31 2006,Hardwood,8.5
HOCU2,3,Jun  1 2005,Hardwood,13
HOCU2,3,May 31 2006,Hardwood,12
HOCU2,4,Jun  1 2005,Hardwood,14
HOCU2,4,May 31 2006,Hardwood,15
HOCU21,1,Jun  2 2005,Hardwood,29.7
HOCU21,1,Jun  2 2006,Hardwood,13.5
HOCU21,1,Jun 12 2007,Hardwood,14
HOCU21,1,May 14 2015,Hardwood,51
HOCU21,1,May 15 2019,Hardwood,45
HOCU21,2,Jun  2 2005,Hardwood,30
HOCU21,2,Jun  2 2006,Hardwood,11
HOCU21,3,Jun  2 2005,Hardwood,14
HOCU21,3,Jun  2 2006,Hardwood,18
HOCU21,4,Jun  2 2005,Hardwood,45
HOCU21,4,Jun  2 2006,Hardwood,17.5
HOCU26,1,May 23 2011,Hardwood,17
HOCU26,2,Jun  3 2005,Hardwood,13
HOCU3,4,Jun  2 2005,Hardwood,14
HOCU3,4,May 31 2006,Hardwood,18
HOCU4,1,Jun  2 2005,Hardwood,20
HOCU4,1,Jun 12 2007,Hardwood,20
HOCU4,1,May 12 2015,Hardwood,17
HOCU4,1,May 14 2019,Hardwood,24
HOCU4,1,May 22 2011,Hardwood,16
HOCU4,1,May 31 2006,Hardwood,26
HOCU4,3,Jun  2 2005,Hardwood,16.8
HOCU4,3,May 31 2006,Hardwood,17.2
HOCU4,4,Jun  2 2005,Hardwood,28.4
HOCU4,4,May 31 2006,Hardwood,26
HOCU8,4,Jun  2 2005,Hardwood,13.4
HOCU8,4,Jun  2 2006,Hardwood,15.5
HOME1,0,May 27 2017,Total,0
HOME10,0,May 27 2017,Total,0
HOME11,0,May 27 2017,Total,0
HOME12,0,May 27 2017,Total,0
HOME13,0,May 27 2017,Total,0
HOME14,0,May 27 2017,Total,0
HOME15,0,May 27 2017,Total,0
HOME16,0,May 27 2017,Total,0
HOME17,0,May 27 2017,Total,0
HOME18,0,May 27 2017,Total,0
HOME19,0,May 27 2017,Total,0
HOME2,0,May 27 2017,Total,0
HOME20,0,May 28 2017,Total,0
HOME21,0,May 27 2017,Total,0
HOME22,1,May 12 2009,Hardwood,3.5
HOME22,1,May 27 2017,Total,0
HOME23,0,May 28 2017,Total,0
HOME24,0,May 27 2017,Total,0
HOME25,0,May 27 2017,Total,0
HOME26,0,May 27 2017,Total,0
HOME27,0,May 28 2017,Hardwood,8.5
HOME27,0,May 28 2017,Total,8.5
HOME27,1,May 12 2009,Hardwood,26.6
HOME27,1,May 22 2022,Hardwood,22.7
HOME28,0,May 27 2017,Total,0
HOME29,0,May 27 2017,Total,0
HOME3,0,May 27 2017,Total,0
HOME30,0,May 27 2017,Total,0
HOME31,0,May 27 2017,Hardwood,15
HOME31,0,May 27 2017,Total,15
HOME31,1,May 12 2009,Hardwood,9.4
HOME31,1,May 22 2022,Hardwood,26.7
HOME32,0,May 28 2017,Hardwood,17
HOME32,0,May 28 2017,Total,17
HOME32,1,May 13 2009,Hardwood,23.3
HOME32,1,May 21 2022,Hardwood,30
HOME33,0,May 27 2017,Total,18
HOME33,0,May 27 2017,Hardwood,18
HOME33,1,May 13 2009,Hardwood,26
HOME33,1,May 21 2022,Hardwood,30.9
HOME35,0,May 27 2017,Hardwood,19
HOME35,0,May 27 2017,Total,19
HOME35,1,May 13 2009,Hardwood,19.5
HOME35,1,May 22 2022,Hardwood,22
HOME36,0,May 27 2017,Hardwood,41
HOME36,0,May 27 2017,Total,41
HOME36,1,May 12 2009,Hardwood,29
HOME36,1,May 22 2022,Hardwood,24.5
HOME37,0,May 27 2017,Total,25
HOME37,0,May 27 2017,Hardwood,25
HOME37,1,May 12 2009,Hardwood,23.7
HOME37,1,May 14 2013,Hardwood,30
HOME37,1,May 22 2022,Hardwood,17.5
HOME38,0,May 27 2017,Hardwood,15
HOME38,0,May 27 2017,Total,15
HOME38,1,May 13 2009,Hardwood,13.9
HOME38,1,May 21 2022,Hardwood,20.6
HOME39,0,May 27 2017,Hardwood,25
HOME39,0,May 27 2017,Total,25
HOME39,1,May 12 2009,Hardwood,23.4
HOME39,1,May 14 2013,Hardwood,20.5
HOME39,1,May 22 2022,Hardwood,27.4
HOME4,0,May 27 2017,Hardwood,8
HOME4,0,May 27 2017,Total,0
HOME4,1,May 13 2009,Hardwood,18.6
HOME4,1,May 21 2022,Hardwood,17.1
HOME4,1,May 21 2022,Conifer,12
HOME40,0,May 27 2017,Hardwood,7
HOME40,0,May 27 2017,Total,7
HOME40,1,May 13 2009,Hardwood,21.7
HOME40,1,May 22 2022,Hardwood,28.2
HOME43,0,May 27 2017,Hardwood,27
HOME43,0,May 27 2017,Total,27
HOME43,1,May 13 2009,Hardwood,24.9
HOME43,1,May 22 2022,Hardwood,30.1
HOME44,0,May 27 2017,Hardwood,15
HOME44,0,May 27 2017,Total,15
HOME44,1,May 13 2009,Hardwood,12.4
HOME44,1,May 22 2022,Hardwood,22.5
HOME45,0,May 27 2017,Hardwood,10.5
HOME45,0,May 27 2017,Total,10.5
HOME45,1,May 13 2009,Hardwood,8.8
HOME45,1,May 22 2022,Hardwood,18.4
HOME46,0,May 27 2017,Hardwood,31
HOME46,0,May 27 2017,Total,31
HOME46,1,May 12 2009,Hardwood,32.9
HOME46,1,May 22 2022,Hardwood,32.7
HOME47,0,May 27 2017,Hardwood,21
HOME47,0,May 27 2017,Total,21
HOME47,1,May 13 2009,Hardwood,23.8
HOME47,1,May 14 2013,Hardwood,25.5
HOME47,1,May 22 2022,Hardwood,28.5
HOME48,1,May 12 2009,Hardwood,23.2
HOME5,0,May 27 2017,Total,0
HOME5,1,May 13 2009,Hardwood,32.1
HOME6,1,May 27 2017,Total,0
HOME7,0,May 27 2017,Total,0
HOME8,0,May 27 2017,Total,0
HOME9,1,May 21 2022,Hardwood,19
HOME9,1,May 27 2017,Hardwood,22.5
HOME9,1,May 27 2017,Total,22.5
LIBO1,1,Jun 10 2007,Hardwood,22
LIBO1,1,May 15 2015,Hardwood,28.5
LIBO1,1,May 18 2019,Hardwood,25.5
LIBO1,1,May 20 2011,Hardwood,16.2
LIBO10,1,Jun  9 2007,Hardwood,27
LIBO10,1,May 15 2015,Hardwood,22.5
LIBO10,1,May 18 2019,Hardwood,17.5
LIBO10,1,May 20 2011,Hardwood,19.1
LIBO13,1,Jun  9 2007,Hardwood,31
LIBO13,1,May 15 2015,Hardwood,33
LIBO13,1,May 18 2019,Hardwood,28
LIBO13,1,May 20 2011,Hardwood,35.4
LIBO14,1,Jun  9 2007,Hardwood,18.5
LIBO14,1,May 15 2015,Hardwood,33
LIBO14,1,May 18 2019,Hardwood,1.5
LIBO14,1,May 18 2019,Conifer,0.15
LIBO14,1,May 20 2011,Hardwood,29.9
LIBO16,1,Jun 10 2007,Hardwood,28
LIBO16,1,May 15 2015,Hardwood,29
LIBO16,1,May 18 2019,Hardwood,29.5
LIBO16,1,May 20 2011,Hardwood,25.9
LIBO17,1,Jun  9 2007,Hardwood,36
LIBO17,1,May 16 2015,Hardwood,31
LIBO17,1,May 17 2019,Hardwood,21.5
LIBO17,1,May 20 2011,Hardwood,40.4
LIBO19,1,Jun 10 2007,Hardwood,36
LIBO19,1,May 15 2015,Hardwood,41.5
LIBO19,1,May 17 2019,Hardwood,8
LIBO19,1,May 20 2011,Hardwood,25.5
LIBO2,1,Jun  9 2007,Hardwood,24
LIBO2,1,May 15 2015,Hardwood,32
LIBO2,1,May 18 2019,Hardwood,25
LIBO2,1,May 20 2011,Hardwood,27.2
LIBO20,1,Jun 10 2007,Hardwood,28
LIBO20,1,May 16 2015,Hardwood,41
LIBO20,1,May 17 2019,Hardwood,21.5
LIBO20,1,May 20 2011,Hardwood,38.8
LIBO22,1,Jun 10 2007,Hardwood,24
LIBO22,1,May 15 2015,Hardwood,40
LIBO22,1,May 17 2019,Hardwood,32
LIBO22,1,May 20 2011,Hardwood,24.3
LIBO23,1,Jun 10 2007,Hardwood,30
LIBO23,1,May 16 2015,Hardwood,41
LIBO23,1,May 17 2019,Hardwood,2
LIBO23,1,May 20 2011,Hardwood,39.2
LIBO24,1,Jun  9 2007,Hardwood,26
LIBO24,1,May 16 2015,Hardwood,25
LIBO24,1,May 17 2019,Hardwood,23
LIBO24,1,May 20 2011,Hardwood,37.7
LIBO26,1,Jun 10 2007,Hardwood,24
LIBO26,1,May 15 2015,Hardwood,17
LIBO26,1,May 17 2019,Hardwood,18
LIBO26,1,May 21 2011,Hardwood,31.5
LIBO27,1,Jun 10 2007,Hardwood,20
LIBO27,1,May 15 2015,Hardwood,32.5
LIBO27,1,May 17 2019,Hardwood,25.5
LIBO27,1,May 21 2011,Hardwood,30
LIBO28,1,Jun 10 2007,Hardwood,13
LIBO28,1,May 16 2015,Hardwood,35
LIBO28,1,May 17 2019,Hardwood,37
LIBO28,1,May 20 2011,Hardwood,17.6
LIBO29,1,Jun 10 2007,Conifer,12
LIBO29,1,Jun 10 2007,Hardwood,11
LIBO29,1,May 15 2015,Hardwood,30
LIBO29,1,May 17 2019,Hardwood,29
LIBO29,1,May 17 2019,Conifer,13
LIBO29,1,May 21 2011,Conifer,21.8
LIBO29,1,May 21 2011,Hardwood,23.5
LIBO3,1,Jun  9 2007,Hardwood,21
LIBO3,1,May 15 2015,Hardwood,29
LIBO3,1,May 18 2019,Hardwood,24.5
LIBO3,1,May 20 2011,Hardwood,21.1
LIBO30,1,Jun 10 2007,Conifer,5.5
LIBO30,1,Jun 10 2007,Hardwood,9.5
LIBO30,1,May 15 2015,Hardwood,25
LIBO30,1,May 17 2019,Hardwood,1
LIBO30,1,May 21 2011,Hardwood,22.8
LIBO31,1,Jun 10 2007,Conifer,15
LIBO31,1,Jun 10 2007,Hardwood,30
LIBO31,1,May 16 2015,Hardwood,38
LIBO31,1,May 17 2019,Hardwood,30.5
LIBO31,1,May 17 2019,Conifer,14.5
LIBO31,1,May 20 2011,Hardwood,30.3
LIBO32,1,Jun  9 2007,Hardwood,20
LIBO32,1,May 15 2015,Hardwood,26
LIBO32,1,May 17 2019,Hardwood,33
LIBO32,1,May 21 2011,Conifer,8.2
LIBO32,1,May 21 2011,Hardwood,31
LIBO33,1,Jun 10 2007,Hardwood,26
LIBO33,1,May 15 2015,Hardwood,34
LIBO33,1,May 17 2019,Hardwood,22.5
LIBO33,1,May 21 2011,Hardwood,31.2
LIBO34,1,Jun 10 2007,Hardwood,26
LIBO34,1,May 16 2015,Hardwood,34
LIBO34,1,May 18 2019,Hardwood,27.5
LIBO34,1,May 21 2011,Hardwood,26.7
LIBO35,1,Jun 10 2007,Hardwood,18
LIBO35,1,May 16 2015,Hardwood,30
LIBO35,1,May 17 2019,Hardwood,12.5
LIBO35,1,May 20 2011,Hardwood,24.3
LIBO36,1,Jun 10 2007,Hardwood,30
LIBO36,1,May 15 2015,Hardwood,28
LIBO36,1,May 17 2019,Hardwood,36
LIBO36,1,May 17 2019,Conifer,10
LIBO36,1,May 21 2011,Hardwood,31
LIBO37,1,Jun 10 2007,Hardwood,12
LIBO37,1,May 15 2015,Hardwood,12
LIBO37,1,May 17 2019,Hardwood,14.5
LIBO37,1,May 21 2011,Hardwood,18.1
LIBO38,1,Jun  9 2007,Hardwood,25
LIBO38,1,May 16 2015,Hardwood,44
LIBO38,1,May 18 2019,Hardwood,23
LIBO38,1,May 21 2011,Hardwood,23.6
LIBO39,1,Jun 10 2007,Hardwood,28
LIBO39,1,May 16 2015,Hardwood,40
LIBO39,1,May 17 2019,Hardwood,36.5
LIBO39,1,May 20 2011,Hardwood,18.7
LIBO4,1,Jun  9 2007,Hardwood,15
LIBO4,1,May 15 2015,Hardwood,20.5
LIBO4,1,May 18 2019,Hardwood,22
LIBO4,1,May 20 2011,Hardwood,18.2
LIBO40,1,Jun  9 2007,Hardwood,24
LIBO40,1,May 16 2015,Hardwood,29
LIBO40,1,May 17 2019,Hardwood,25.25
LIBO40,1,May 17 2019,Conifer,1
LIBO40,1,May 21 2011,Hardwood,31
LIBO41,1,Jun 10 2007,Hardwood,13
LIBO41,1,May 16 2015,Hardwood,21.5
LIBO41,1,May 17 2019,Hardwood,21.5
LIBO41,1,May 20 2011,Hardwood,29.5
LIBO5,1,Jun  9 2007,Hardwood,14
LIBO5,1,May 15 2015,Hardwood,22
LIBO5,1,May 18 2019,Hardwood,17.5
LIBO5,1,May 20 2011,Hardwood,20.1
LIBO6,1,Jun  9 2007,Hardwood,24
LIBO6,1,May 15 2015,Hardwood,34
LIBO6,1,May 18 2019,Hardwood,34
LIBO6,1,May 20 2011,Hardwood,24.6
LIBO7,1,Jun  9 2007,Hardwood,24
LIBO7,1,May 15 2015,Hardwood,31
LIBO7,1,May 18 2019,Hardwood,14
LIBO7,1,May 20 2011,Hardwood,25.8
LIBO8,1,Jun  9 2007,Hardwood,13
LIBO8,1,May 15 2015,Hardwood,23
LIBO8,1,May 18 2019,Hardwood,26
LIBO8,1,May 20 2011,Conifer,11.4
LIBO8,1,May 20 2011,Hardwood,29.6
LIBO9,1,Jun  9 2007,Hardwood,10
LIBO9,1,May 15 2015,Hardwood,44
LIBO9,1,May 18 2019,Hardwood,18
LIBO9,1,May 20 2011,Hardwood,33
PERI1,1,May 14 2008,Hardwood,9.3
PERI1,1,May 19 2021,Hardwood,20
PERI1,1,May 21 2012,Conifer,4.5
PERI1,1,May 21 2012,Hardwood,10.1
PERI1,1,May 21 2016,Hardwood,12
PERI1,1,May 21 2016,Total,12
PERI10,1,May 17 2016,Hardwood,20.75
PERI10,1,May 17 2016,Total,20.75
PERI10,1,May 17 2021,Hardwood,26
PERI10,1,May 18 2008,Hardwood,28.1
PERI10,1,May 23 2012,Hardwood,34.6
PERI11,1,May 18 2008,Hardwood,27.4
PERI11,1,May 22 2021,Hardwood,20.5
PERI11,1,May 23 2012,Hardwood,12.8
PERI11,1,May 25 2016,Hardwood,22
PERI11,1,May 25 2016,Total,22
PERI12,1,May 17 2008,Hardwood,16.8
PERI12,1,May 20 2021,Hardwood,32
PERI12,1,May 22 2012,Hardwood,17.5
PERI12,1,May 24 2016,Hardwood,18
PERI12,1,May 24 2016,Total,18
PERI13,1,May 17 2008,Hardwood,17.5
PERI13,1,May 20 2021,Hardwood,27.5
PERI13,1,May 22 2012,Hardwood,24.7
PERI13,1,May 24 2016,Hardwood,22
PERI13,1,May 24 2016,Total,22
PERI14,1,May 21 2012,Conifer,5.9
PERI14,1,May 23 2016,Hardwood,2
PERI14,1,May 23 2016,Total,2
PERI15,1,May 14 2008,Hardwood,15.7
PERI15,1,May 17 2021,Hardwood,17.25
PERI15,1,May 18 2012,Hardwood,15.7
PERI15,1,May 21 2016,Hardwood,19
PERI15,1,May 21 2016,Total,19
PERI16,1,May 14 2008,Hardwood,16.3
PERI16,1,May 17 2016,Hardwood,20
PERI16,1,May 17 2016,Total,20
PERI16,1,May 18 2012,Hardwood,12.9
PERI16,1,May 19 2021,Hardwood,24.25
PERI17,1,May 14 2008,Conifer,4.5
PERI17,1,May 14 2008,Hardwood,6
PERI17,1,May 17 2016,Hardwood,12.25
PERI17,1,May 17 2016,Conifer,9.25
PERI17,1,May 17 2016,Total,12.25
PERI17,1,May 17 2021,Hardwood,15.5
PERI17,1,May 23 2012,Conifer,7.8
PERI17,1,May 23 2012,Hardwood,8.5
PERI18,1,May 17 2016,Hardwood,17.5
PERI18,1,May 17 2016,Total,17.5
PERI18,1,May 17 2021,Hardwood,15.5
PERI18,1,May 18 2008,Hardwood,16.3
PERI18,1,May 23 2012,Hardwood,11.1
PERI19,1,May 17 2016,Hardwood,12
PERI19,1,May 17 2016,Total,12
